"Include","StudyID","GroupID","LaboratoryID","PopulationID","EffectID","Title","Year","Authors_all","Lab_PI","Journal","DOI","Species","Developmental_mode","Mean_clutch_size","SD_clutch_size","SE_clutch_size","Focal_clutch_number","Max_clutch_number","Study_area","Lat_study_area","Long_study_area","Elev_study_area","Year_collection","Study_type","Egg_n_collected","Time_collection","Egg_sampl_method","Egg_store","Egg_homog","Egg_homog_name","Site_horm_measured","Horm_measured","Horm_extracted_colum","Method_horm_meas","AntibodyKit","Horm_units","Horm_mean","Horm_Var","Horm_Var_Type","Exp_mother_egg","Method_mother_exp","Type_mother_exp","Horm_mother_exp","Horm_mother_units","Horm_mother_lab","Horm_mother_applied_dose","Horm_mother_mean_nat","Horm_mother_dose_exp","Horm_mother_SD","Horm_mother_cateogrical_dose","Time_mother_exp","Egg_order_exp","Egg_n_exp","Percent_egg_exp","Time_egg_exp","Method_egg_exp","Site_egg_exp","Horm_egg_exp","Horm_egg_units","Horm_egg_lab","Horm_egg_applied_dose","Horm_egg_mean_nat","Horm_egg_dose_exp","Horm_egg_SD","Horm_egg_cateogrical_dose","Solvent_egg_used_exp","Fitness_trait","Fitness_mother","Fitness_offs","Off_life_stage","Off_age","Off_average_nesting_time","Off_relative_age","Off_sex","Blind_data_recording","Partial_or_selective_data_rep","TestStat_N_level","TestStat_N_clutch","TestStat_N_off","TestStat_Type","TestStat_NumberOfPredictors","TestStat_Value","TestStat_df","TestStat_p","TestStat_p_comment","TestDirection","Exp_N_level","Control_Mean","Control_Var","Control_N_clutch","Control_N_off","Exp_Mean","Exp_Var","Exp_N_clutch","Exp_N_off","Shared_control","Shared_control_ID","Var_type","Var_type_comment","DataReporting","Raw","Notes","Quotes","ExtractionID","Extraction_check_observer","Extraction_check_notes","Reply_LM","Comments_after_author_response","Final_exclusion_paper_why","Least_square_means","Cross_fostering","Incubation_prior","Effect_size_type","stats_n_total","stats_n_df","control_n_total","exp_n_total","raw_n","datasubset","cor","cor_var","sd_control","sd_exp","n_control_surv","n_control_no_surv","n_exp_surv","n_exp_no_surv","final_n","DataSourceLocation","Hormone_measured_unique","Hormone_measured_general"
"yes","rayyan-123815663","GR_P_24","Lab_ID_7","Population_ID_26",87,"Yolk androstenedione; but not testosterone; predicts offspring fate and reflects parental quality","2011","Hegyi; Gergely and Herenyi; Marton and Szoellosi; Eszter and Rosivall; Balazs and Toeroek; Janos and Groothuis; Ton G. G.","Groothuis","Behavioral Ecology","10.1093/beheco/arq165","Ficedula albicollis","altricial",NA,NA,NA,"1",NA,"Pilis Mountains; Hungary",47.716667,19.016667,NA,"2007","correlational","entire clutch","before incubating (1-5) - same day that it was laid (6-7)","biopsy","yolk stored separately",NA,NA,"yolk","androstenedione",NA,"RIA (radio inmuno assay)","DSL-3800 Coated Tube RIA","pg/mg","206.6","1.02","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"growth (PC2)","before independence",NA,13,NA,NA,NA,"yes","offspring","23",94,"Pearson",NA,0.209949037,NA,"0.375","F-test (general linear mixed model): 0.83; df: 18; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"incomplete","no",NA,"""Therefore; we used within-subject centering to separate the
within-clutch and among-clutch effects of egg mass and yolk
androgens. This means that we
entered 2 independent variables for all 3 egg attributes: the
clutch mean and the deviation from the clutch mean."" REGARDING BODY SIZE PC2: "" PC2 (explaining a quarter of the
variance) correlated positively with 12-day mass and maximum
mass increment but only weakly with the rest of the variables.""","LM","LM",NA,"Nestlings cross-fostered so that all nestlings were raised in a foreing nest. Clutch size between 6 and 7 eggs. AMONG-CLUTCH VARIATION: calculated from the clutch mean.   Here the authors work with PC2 that associate with growth: all parameters that have higher variance here are related to mass and mass increase at different nestling time. It might be very very difficult to understand the biological meaning of PC1 and PC2 - raw data would be much better!","Data sent by authors",NA,"no","yes","no","Pearson",94,NA,NA,NA,NA,"stats_offspring",0.209949037,0.00982565297354074,NA,NA,NA,"NA",NA,NA,94,"Table3; p34","androstenedione","androgens"
"yes","rayyan-123815663","GR_P_24","Lab_ID_7","Population_ID_26",88,"Yolk androstenedione; but not testosterone; predicts offspring fate and reflects parental quality","2011","Hegyi; Gergely and Herenyi; Marton and Szoellosi; Eszter and Rosivall; Balazs and Toeroek; Janos and Groothuis; Ton G. G.","Groothuis","Behavioral Ecology","10.1093/beheco/arq165","Ficedula albicollis","altricial",NA,NA,NA,"1",NA,"Pilis Mountains; Hungary",47.716667,19.016667,NA,"2007","correlational","entire clutch","before incubating (1-5) - same day that it was laid (6-7)","biopsy","yolk stored separately",NA,NA,"yolk","testosterone",NA,"RIA (radio inmuno assay)","DSL-4000 Coated Tube RIA","pg/mg","28.75","1.04","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"offspring survival years","after independence","2y",NA,NA,NA,NA,"yes","offspring","23",94,"Pearson",NA,-0.150541986,NA,"0.58","F-test (generalized linear mixed model; binomial error):0.32; df: 13.8; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"incomplete","no",NA,"""Therefore; we used within-subject centering to separate the
within-clutch and among-clutch effects of egg mass and yolk
androgens. This means that we
entered 2 independent variables for all 3 egg attributes: the
clutch mean and the deviation from the clutch mean.""","LM","LM",NA,"Nestlings cross-fostered so that all nestlings were raised in a foreing nest. Clutch size between 6 and 7 eggs. AMONG-CLUTCH VARIATION: calculated from the clutch mean ","Data sent by authors",NA,"no","yes","no","Pearson",94,NA,NA,NA,NA,"stats_offspring",-0.150541986,0.0102708368544629,NA,NA,NA,"NA",NA,NA,94,"Table3; p34","testosterone","androgens"
"yes","rayyan-123815663","GR_P_24","Lab_ID_7","Population_ID_26",89,"Yolk androstenedione; but not testosterone; predicts offspring fate and reflects parental quality","2011","Hegyi; Gergely and Herenyi; Marton and Szoellosi; Eszter and Rosivall; Balazs and Toeroek; Janos and Groothuis; Ton G. G.","Groothuis","Behavioral Ecology","10.1093/beheco/arq165","Ficedula albicollis","altricial",NA,NA,NA,"1",NA,"Pilis Mountains; Hungary",47.716667,19.016667,NA,"2007","correlational","entire clutch","before incubating (1-5) - same day that it was laid (6-7)","biopsy","yolk stored separately",NA,NA,"yolk","androstenedione",NA,"RIA (radio inmuno assay)","DSL-3800 Coated Tube RIA","pg/mg","206.6","1.02","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"offspring survival years","after independence","2y",NA,NA,NA,NA,"yes","offspring","23",94,"Pearson",NA,-0.344512852,NA,"0.118","F-test (generalized linear mixed model; binomial error): 2.68; df: 19.9; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"incomplete","no",NA,"""Therefore; we used within-subject centering to separate the
within-clutch and among-clutch effects of egg mass and yolk
androgens. This means that we
entered 2 independent variables for all 3 egg attributes: the
clutch mean and the deviation from the clutch mean.""","LM","LM",NA,"Nestlings cross-fostered so that all nestlings were raised in a foreing nest. Clutch size between 6 and 7 eggs. AMONG-CLUTCH VARIATION: calculated from the clutch mean ","Data sent by authors",NA,"no","yes","no","Pearson",94,NA,NA,NA,NA,"stats_offspring",-0.344512852,0.00835170853016353,NA,NA,NA,"NA",NA,NA,94,"Table3; p34","androstenedione","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",90,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)",NA,"pg/g","37336.02","25963.63","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","1",20,0.05,NA,NA,"no","offspring","64",597,"Pearson",NA,0.01952699,595,"0.634","t-value: 0.48; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. ",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",597,596,NA,NA,NA,"stats_offspring",0.01952699,0.00167657305153576,NA,NA,NA,"NA",NA,NA,597,"Repository; Excel file","androstenedione","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",91,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)",NA,"pg/g","13491.91","3968.215","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","1",20,0.05,NA,NA,"no","offspring","64",597,"Pearson",NA,0.02225565,595,"0.5873","t-value: 0.54; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. ",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",597,596,NA,NA,NA,"stats_offspring",0.02225565,0.00167619063325851,NA,NA,NA,"NA",NA,NA,597,"Repository; Excel file","testosterone","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",92,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","DHT","yes","RIA (radio inmuno assay)",NA,"pg/g","23904.09","13558.19","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","1",20,0.05,NA,NA,"no","offspring","64",597,"Pearson",NA,0.0325853,595,"0.4268","t-value: 0.79; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. ",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",597,596,NA,NA,NA,"stats_offspring",0.0325853,0.00167429114743428,NA,NA,NA,"NA",NA,NA,597,"Repository; Excel file","DHT","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",93,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","corticosterone","yes","EIA (enzyme inmuno assay)","Enzo Life Sciences; Germany","pg/g","210.5164","90.12253","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","1",20,0.05,NA,NA,"no","offspring","64",597,"Pearson",NA,0.1159445,595,"0.00456","t-value:  2.85; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. ",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",597,596,NA,NA,NA,"stats_offspring",0.1159445,0.00163304440185436,NA,NA,NA,"NA",NA,NA,597,"Repository; Excel file","corticosterone","corticosterone"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",94,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)",NA,"pg/g","37336.02","25963.63","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","6",20,0.3,NA,NA,"no","offspring","61",586,"Pearson",NA,-0.1258792,584,"0.002267","t-value: -3.07; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",586,585,NA,NA,NA,"stats_offspring",-0.1258792,0.00165565801059519,NA,NA,NA,"NA",NA,NA,586,"Repository; Excel file","androstenedione","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",95,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)",NA,"pg/g","13491.91","3968.215","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","6",20,0.3,NA,NA,"no","offspring","61",586,"Pearson",NA,-0.07344209,584,"0.07566","t-value: -1.78; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",586,585,NA,NA,NA,"stats_offspring",-0.07344209,0.00169101130131683,NA,NA,NA,"NA",NA,NA,586,"Repository; Excel file","testosterone","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",96,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","DHT","yes","RIA (radio inmuno assay)",NA,"pg/g","23904.09","13558.19","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","6",20,0.3,NA,NA,"no","offspring","61",586,"Pearson",NA,-0.01196299,584,"0.7726","t-value: -0.29; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",586,585,NA,NA,NA,"stats_offspring",-0.01196299,0.00170891246875536,NA,NA,NA,"NA",NA,NA,586,"Repository; Excel file","DHT","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",97,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","corticosterone","yes","EIA (enzyme inmuno assay)","Enzo Life Sciences; Germany","pg/g","210.5164","90.12253","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","6",20,0.3,NA,NA,"no","offspring","61",586,"Pearson",NA,0.1301586,584,"0.001591","t-value:  3.17; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",586,585,NA,NA,NA,"stats_offspring",0.1301586,0.00165197347695994,NA,NA,NA,"NA",NA,NA,586,"Repository; Excel file","corticosterone","corticosterone"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",98,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)",NA,"pg/g","37336.02","25963.63","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"tarsus","before independence","6",20,0.3,NA,NA,"no","offspring","61",579,"Pearson",NA,-0.03779737,577,"0.364","t-value: -0.91; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",579,578,NA,NA,NA,"stats_offspring",-0.03779737,0.00172516394231451,NA,NA,NA,"NA",NA,NA,579,"Repository; Excel file","androstenedione","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",99,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)",NA,"pg/g","13491.91","3968.215","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"tarsus","before independence","6",20,0.3,NA,NA,"no","offspring","61",579,"Pearson",NA,-0.000220137,577,"0.9958","t-value: -0.01; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",579,578,NA,NA,NA,"stats_offspring",-0.000220137,0.00173010363854568,NA,NA,NA,"NA",NA,NA,579,"Repository; Excel file","testosterone","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",100,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","DHT","yes","RIA (radio inmuno assay)",NA,"pg/g","23904.09","13558.19","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"tarsus","before independence","6",20,0.3,NA,NA,"no","offspring","61",579,"Pearson",NA,0.05372561,577,"0.1967","t-value:1.29; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",579,578,NA,NA,NA,"stats_offspring",0.05372561,0.00172013053495308,NA,NA,NA,"NA",NA,NA,579,"Repository; Excel file","DHT","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",101,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","corticosterone","yes","EIA (enzyme inmuno assay)","Enzo Life Sciences; Germany","pg/g","210.5164","90.12253","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"tarsus","before independence","6",20,0.3,NA,NA,"no","offspring","61",579,"Pearson",NA,0.09176888,577,"0.02724","t-value:  2.21; p-value","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 6. Although there are few that were measured on day 5 and 7.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",579,578,NA,NA,NA,"stats_offspring",0.09176888,0.00170108627586465,NA,NA,NA,"NA",NA,NA,579,"Repository; Excel file","corticosterone","corticosterone"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",102,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)",NA,"pg/g","37336.02","25963.63","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","12",20,0.6,NA,NA,"no","offspring","48",312,"Pearson",NA,-0.06092154,310,"0.2834","t-value: -1.07; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 12. Although there are few that were measured on day 11 and 13.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",312,311,NA,NA,NA,"stats_offspring",-0.06092154,0.00319161063238154,NA,NA,NA,"NA",NA,NA,312,"Repository; Excel file","androstenedione","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",103,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)",NA,"pg/g","13491.91","3968.215","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",NA,"mass","before independence","12",20,0.6,NA,NA,"no","offspring","48",312,"Pearson",NA,-0.07755703,310,"0.1718","t-value: -1.37; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs. Important: the data here used the info of 1 egg for several chicks of the same nest. The majority of chicks were measured on day 12. Although there are few that were measured on day 11 and 13.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",312,311,NA,NA,NA,"stats_offspring",-0.07755703,0.00317686815285461,NA,NA,NA,"NA",NA,NA,312,"Repository; Excel file","testosterone","androgens"
