"Include","StudyID","GroupID","LaboratoryID","PopulationID","EffectID","Title","Year","Authors_all","Lab_PI","Journal","DOI","Species","Developmental_mode","Mean_clutch_size","SD_clutch_size","SE_clutch_size","Focal_clutch_number","Max_clutch_number","Study_area","Lat_study_area","Long_study_area","Elev_study_area","Year_collection","Study_type","Egg_n_collected","Time_collection","Egg_sampl_method","Egg_store","Egg_homog","Egg_homog_name","Site_horm_measured","Horm_measured","Horm_extracted_colum","Method_horm_meas","AntibodyKit","Horm_units","Horm_mean","Horm_Var","Horm_Var_Type","Exp_mother_egg","Method_mother_exp","Type_mother_exp","Horm_mother_exp","Horm_mother_units","Horm_mother_lab","Horm_mother_applied_dose","Horm_mother_mean_nat","Horm_mother_dose_exp","Horm_mother_SD","Horm_mother_cateogrical_dose","Time_mother_exp","Egg_order_exp","Egg_n_exp","Percent_egg_exp","Time_egg_exp","Method_egg_exp","Site_egg_exp","Horm_egg_exp","Horm_egg_units","Horm_egg_lab","Horm_egg_applied_dose","Horm_egg_mean_nat","Horm_egg_dose_exp","Horm_egg_SD","Horm_egg_cateogrical_dose","Solvent_egg_used_exp","Fitness_trait","Fitness_mother","Fitness_offs","Off_life_stage","Off_age","Off_average_nesting_time","Off_relative_age","Off_sex","Blind_data_recording","Partial_or_selective_data_rep","TestStat_N_level","TestStat_N_clutch","TestStat_N_off","TestStat_Type","TestStat_NumberOfPredictors","TestStat_Value","TestStat_df","TestStat_p","TestStat_p_comment","TestDirection","Exp_N_level","Control_Mean","Control_Var","Control_N_clutch","Control_N_off","Exp_Mean","Exp_Var","Exp_N_clutch","Exp_N_off","Shared_control","Shared_control_ID","Var_type","Var_type_comment","DataReporting","Raw","Notes","Quotes","ExtractionID","Extraction_check_observer","Extraction_check_notes","Reply_LM","Comments_after_author_response","Final_exclusion_paper_why","Least_square_means","Cross_fostering","Incubation_prior","Effect_size_type","stats_n_total","stats_n_df","control_n_total","exp_n_total","raw_n","datasubset","cor","cor_var","sd_control","sd_exp","n_control_surv","n_control_no_surv","n_exp_surv","n_exp_no_surv","final_n","DataSourceLocation","Hormone_measured_unique","Hormone_measured_general"
"yes","rayyan-123815011","GR_P_03","Lab_ID_4","Population_ID_10",42,"Natural selection acts in opposite ways on correlated hormonal mediators of prenatal maternal effects in a wild bird population","2014","Tschirren; B. and Postma; E. and Gustafsson; L. and Groothuis; T.G.G. and Doligez; B.","Doligez","Ecology Letters","10.1111/ele.12339","Ficedula albicollis","altricial",6.1,0.7,NA,NA,NA,"Gotland; Sweden",57.17,18.33,NA,"2003- 2005- 2006- 2007","correlational","3","same day that it was laid","entire egg removed","yolk stored separately",NA,NA,"yolk","androstenedione","no","RIA (radio inmuno assay)","Diagnostic System Laboratories; USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","maternal longevity",NA,NA,NA,NA,NA,NA,NA,"no","clutch","256",NA,"Pearson",NA,0.05938578,NA,"0.344","(z-test; mixed model: 1.993; number of predictors: 5; p-value = 0.046)","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","The lab were hormones were analyzed was probably Groothuis (not Dolinguez which is the last author). Figure 1 presents raw data for testosterone and androstenedione - but values are standardized (mean 0; SD 1). ",NA,"PBD","LM; ASF","I added the test direction even though the test already has that info",NA,NA,NA,"no","no","no","Pearson",256,NA,NA,NA,NA,"stats_clutch",0.05938578,0.0038939572379411,NA,NA,NA,"NA",NA,NA,256,"text; p1313","androstenedione","androgens"
"yes","rayyan-123815011","GR_P_03","Lab_ID_4","Population_ID_10",43,"Natural selection acts in opposite ways on correlated hormonal mediators of prenatal maternal effects in a wild bird population","2014","Tschirren; B. and Postma; E. and Gustafsson; L. and Groothuis; T.G.G. and Doligez; B.","Doligez","Ecology Letters","10.1111/ele.12339","Ficedula albicollis","altricial",6.1,0.7,NA,NA,NA,"Gotland; Sweden",57.17,18.33,NA,"2003- 2005- 2006- 2007","correlational","3","same day that it was laid","entire egg removed","yolk stored separately",NA,NA,"yolk","testosterone","no","RIA (radio inmuno assay)","Diagnostic System Laboratories; USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","maternal longevity",NA,NA,NA,NA,NA,NA,NA,"no","clutch","256",NA,"Pearson",NA,-0.1322962,NA,"0.0344","(z-test; mixed model: -2.588; number of predictors: 5; p-value = 0.01)","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","The lab were hormones were analyzed was probably Groothuis (not Dolinguez which is the last author). Figure 1 presents raw data for testosterone and androstenedione - but values are standardized (mean 0; SD 1). ",NA,"PBD","LM; ASF","I added the test direction even though the test already has that info",NA,NA,NA,"no","no","no","Pearson",256,NA,NA,NA,NA,"stats_clutch",-0.1322962,0.00378549710154919,NA,NA,NA,"NA",NA,NA,256,"text; p1313","testosterone","androgens"
"yes","rayyan-123815011","GR_P_03","Lab_ID_4","Population_ID_10",44,"Natural selection acts in opposite ways on correlated hormonal mediators of prenatal maternal effects in a wild bird population","2014","Tschirren; B. and Postma; E. and Gustafsson; L. and Groothuis; T.G.G. and Doligez; B.","Doligez","Ecology Letters","10.1111/ele.12339","Ficedula albicollis","altricial",6.1,0.7,NA,NA,NA,"Gotland; Sweden",57.17,18.33,NA,"2003- 2005- 2006- 2007","correlational","3","same day that it was laid","entire egg removed","yolk stored separately",NA,NA,"yolk","androstenedione","no","RIA (radio inmuno assay)","Diagnostic System Laboratories; USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","256",NA,"Pearson",NA,0.01748285,NA,"0.1031","(Fisher-test; mixed model - estimate: 0;4; number of predictors: 5; degrees of freedom 1; p-value: 0;528) ","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","The lab were hormones were analyzed was probably Groothuis (not Dolinguez which is the last author). Figure 1 presents raw data for testosterone and androstenedione - but values are standardized (mean 0; SD 1). ",NA,"PBD","LM; ASF",NA,NA,NA,NA,"no","no","no","Pearson",256,NA,NA,NA,NA,"stats_clutch",0.01748285,0.00391917173856355,NA,NA,NA,"NA",NA,NA,256,"text; data sent by authors; p1313; word file","androstenedione","androgens"
"yes","rayyan-123815011","GR_P_03","Lab_ID_4","Population_ID_10",45,"Natural selection acts in opposite ways on correlated hormonal mediators of prenatal maternal effects in a wild bird population","2014","Tschirren; B. and Postma; E. and Gustafsson; L. and Groothuis; T.G.G. and Doligez; B.","Doligez","Ecology Letters","10.1111/ele.12339","Ficedula albicollis","altricial",6.1,0.7,NA,NA,NA,"Gotland; Sweden",57.17,18.33,NA,"2003- 2005- 2006- 2007","correlational","3","same day that it was laid","entire egg removed","yolk stored separately",NA,NA,"yolk","testosterone","no","RIA (radio inmuno assay)","Diagnostic System Laboratories; USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","256",NA,"Pearson",NA,-0.04873908,NA,"0.7811","(Fisher-test; mixed model - estimate: 0;875; number of predictors: 5; degrees of freedom 1; p-value: 0;351) ","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","The lab were hormones were analyzed was probably Groothuis (not Dolinguez which is the last author). Figure 1 presents raw data for testosterone and androstenedione - but values are standardized (mean 0; SD 1). ",NA,"PBD","LM; ASF",NA,NA,NA,NA,"no","no","no","Pearson",256,NA,NA,NA,NA,"stats_clutch",-0.04873908,0.00390295940059557,NA,NA,NA,"NA",NA,NA,256,"text; data sent by authors; p1313; word file","testosterone","androgens"
"yes","rayyan-123815237","GR_L_08","Lab_ID_11","Population_ID_2",48,"Relationship between maternal environment and DNA methylation patterns of estrogen receptor alpha in wild Eastern Bluebird (Sialia sialis) nestlings: a pilot study","2016","Bentz; A.B. and Sirman; A.E. and Wada; H. and Navara; K.J. and Hood; W.R.","Hood","Ecology and Evolution","10.1002/ece3.2162","Sialia sialis","altricial",NA,NA,NA,"1",NA,"Auburn; USA",32.98,-85.8,NA,"2011","correlational","4","after egg completition or before incubating","entire egg removed","yolk stored separately after homongenization",NA,NA,"yolk","testosterone","yes","RIA (radio inmuno assay)","MP Biomedicals; USA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","19",NA,"Pearson",NA,-0.3020487,17,"0.2088","p-value; t-value: -1.3064","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes",NA,NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",19,18,NA,NA,NA,"stats_clutch",-0.3020487,0.0458809278925247,NA,NA,NA,"NA",NA,NA,19,"raw data; dryad repository","testosterone","androgens"
"yes","rayyan-123815237","GR_L_08","Lab_ID_11","Population_ID_2",49,"Relationship between maternal environment and DNA methylation patterns of estrogen receptor alpha in wild Eastern Bluebird (Sialia sialis) nestlings: a pilot study","2016","Bentz; A.B. and Sirman; A.E. and Wada; H. and Navara; K.J. and Hood; W.R.","Hood","Ecology and Evolution","10.1002/ece3.2162","Sialia sialis","altricial",NA,NA,NA,"1",NA,"Auburn; USA",32.98,-85.8,NA,"2011","correlational","4","after egg completition or before incubating","entire egg removed","yolk stored separately after homongenization",NA,NA,"yolk","testosterone","yes","RIA (radio inmuno assay)","MP Biomedicals; USA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","hatching success",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","19",NA,"Pearson",NA,-0.3658305,17,"0.1235","p-value; t-value: -1.6207","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes",NA,NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",19,18,NA,NA,NA,"stats_clutch",-0.3658305,0.0416803934803567,NA,NA,NA,"NA",NA,NA,19,"raw data; dryad repository","testosterone","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_22",58,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",3.67,0.49,NA,"1",2,"Munich; Germany",48.12,11.57,518,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)","A 1707; Wien Laboratories","pg/ml","23.77","16.51","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","12",NA,"Pearson",NA,0.34,10,"0.28","p-value; t-value: 1.15","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",12,11,NA,NA,NA,"stats_clutch",0.34,0.07110576,NA,NA,NA,"NA",NA,NA,12,"Repository; Repository","androstenedione","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_22",59,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",3.67,0.49,NA,"1",2,"Munich; Germany",48.12,11.57,518,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","4.14","2.81","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","12",NA,"Pearson",NA,0.29,10,"0.34","p-value; Pearson correaltion: 0.99","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",12,11,NA,NA,NA,"stats_clutch",0.29,0.0762611645454546,NA,NA,NA,"NA",NA,NA,12,"Repository; Repository","testosterone","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_22",60,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",3.67,0.49,NA,"1",2,"Munich; Germany",48.12,11.57,518,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","DHT","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","5.04","4.11","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","11",NA,"Pearson",NA,0.32,9,"0.34","p-value; t-value: 1.02","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",11,10,NA,NA,NA,"stats_clutch",0.32,0.080568576,NA,NA,NA,"NA",NA,NA,11,"Repository; Repository","DHT","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_28",61,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",3.13,0.52,NA,"1",2,"Raisting; Germany",47.88,11.07,553,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)","A 1707; Wien Laboratories","pg/ml","37.25","14.29","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","14",NA,"Pearson",NA,0.17,12,"0.56","p-value; t-value: 0.59","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",14,13,NA,NA,NA,"stats_clutch",0.17,0.07254117,NA,NA,NA,"NA",NA,NA,14,"Repository; Repository","androstenedione","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_28",62,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",3.13,0.52,NA,"1",2,"Raisting; Germany",47.88,11.07,553,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","6.21","3.3","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","14",NA,"Pearson",NA,-0.14,12,"0.64","p-value; t-value: -0.48","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",14,13,NA,NA,NA,"stats_clutch",-0.14,0.0739372430769231,NA,NA,NA,"NA",NA,NA,14,"Repository; Repository","testosterone","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_28",63,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",3.13,0.52,NA,"1",2,"Raisting; Germany",47.88,11.07,553,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","DHT","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","8.48","6.23","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","14",NA,"Pearson",NA,-0.25,12,"0.38","p-value; t-value: -0.91","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",14,13,NA,NA,NA,"stats_clutch",-0.25,0.0676081730769231,NA,NA,NA,"NA",NA,NA,14,"Repository; Repository","DHT","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_22",64,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",4.17,1.03,NA,"replacement & 2",2,"Munich; Germany",48.12,11.57,518,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)","A 1707; Wien Laboratories","pg/ml","25.46","12.45","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","12",NA,"Pearson",NA,0.45,10,"0.14","p-value; t-value: 1.59","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R. The authors explain that they are sure about first clutches; but not about potentially replacement clutches. This is why they pulled together replacement and second clutches and labelled them as 'late' clutches.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",12,11,NA,NA,NA,"stats_clutch",0.45,0.05781875,NA,NA,NA,"NA",NA,NA,12,"Repository; Repository","androstenedione","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_22",65,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",4.17,1.03,NA,"replacement & 2",2,"Munich; Germany",48.12,11.57,518,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","3.79","2.01","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","12",NA,"Pearson",NA,0.39,10,"0.2","p-value; t-value: 1.36","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R. The authors explain that they are sure about first clutches; but not about potentially replacement clutches. This is why they pulled together replacement and second clutches and labelled them as 'late' clutches.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",12,11,NA,NA,NA,"stats_clutch",0.39,0.0653576736363636,NA,NA,NA,"NA",NA,NA,12,"Repository; Repository","testosterone","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_22",66,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",4.17,1.03,NA,"replacement & 2",2,"Munich; Germany",48.12,11.57,518,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","DHT","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","4.2","1.86","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","11",NA,"Pearson",NA,0.37,10,"0.23","p-value; t-value: 1.27","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R. The authors explain that they are sure about first clutches; but not about potentially replacement clutches. This is why they pulled together replacement and second clutches and labelled them as 'late' clutches.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",11,11,NA,NA,NA,"stats_clutch",0.37,0.074494161,NA,NA,NA,"NA",NA,NA,11,"Repository; Repository","DHT","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_28",67,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",4.5,0.53,NA,"replacement & 2",2,"Raisting; Germany",47.88,11.07,553,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)","A 1707; Wien Laboratories","pg/ml","23.34","14.45","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","14",NA,"Pearson",NA,-0.07,6,"0.87","p-value; t-value: -0.17","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R. The authors explain that they are sure about first clutches; but not about potentially replacement clutches. This is why they pulled together replacement and second clutches and labelled them as 'late' clutches.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",14,7,NA,NA,NA,"stats_clutch",-0.07,0.0761710776923077,NA,NA,NA,"NA",NA,NA,14,"Repository; Repository","androstenedione","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_28",68,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",4.5,0.53,NA,"replacement & 2",2,"Raisting; Germany",47.88,11.07,553,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","8.4","13.59","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","14",NA,"Pearson",NA,-0.35,6,"0.39","p-value; t-value: -0.91","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R. The authors explain that they are sure about first clutches; but not about potentially replacement clutches. This is why they pulled together replacement and second clutches and labelled them as 'late' clutches.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",14,7,NA,NA,NA,"stats_clutch",-0.35,0.05923125,NA,NA,NA,"NA",NA,NA,14,"Repository; Repository","testosterone","androgens"
"yes","rayyan-863278414","GR_L_1_new","Lab_ID_26","Population_ID_28",69,"Maternal effects and urbanization: Variation of yolk androgens and immunoglobulin in city and forest blackbirds","2020","Partecke; J. and Hegyi; G. and Fitze; P.S. and Gasparini; J. and Schwabl; H.","Schwabl","Ecology and Evolution","10.1002/ece3.6058","Turdus merula","altricial",4.5,0.53,NA,"replacement & 2",2,"Raisting; Germany",47.88,11.07,553,"2002","correlational","2"," same day that it was laid","entire egg removed","yolk stored separately","no homogenizer",NA,"yolk","DHT","yes","RIA (radio inmuno assay)","T 3003; Wien Laboratories","pg/ml","12.3","17.12","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","14",NA,"Pearson",NA,-0.23,6,"0.59","p-value; t-value: -0.57","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","In the paper the authors do not look at the relationship between yolk androgen and clutch size. But they published the raw data. I therefore calculate this in R. The authors explain that they are sure about first clutches; but not about potentially replacement clutches. This is why they pulled together replacement and second clutches and labelled them as 'late' clutches.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",14,7,NA,NA,NA,"stats_clutch",-0.23,0.0689998776923077,NA,NA,NA,"NA",NA,NA,14,"Repository; Repository","DHT","androgens"
